STARTDATE,ENDDATE,CRITICALFLAG,VIOLATIONCODE,VIOLATIONDESC
2/18/2005 0:00,6/30/2007 0:00,N,15K,Failure to make good faith effort to inform violator.  Violations points are not assessed for Smoke Free Air Act. trans fat. calorie posting or permit and poster violations.    
7/1/2007 0:00,6/30/2008 0:00,N,15K,Failure to make good faith effort to inform violator.  Violations points are not assessed for Smoke Free Air Act. trans fat. calorie posting or permit and poster violations.    
7/1/2008 0:00,8/1/2009 0:00,N,15K,Failure to make good faith effort to inform violator.  Violations points are not assessed for Smoke Free Air Act. trans fat. calorie posting or permit and poster violations.    
8/2/2009 0:00,7/25/2010 0:00,N,15K,Operator failed to make good failth effort to inform smokers of the Smoke-Free Air Act prohibition of smoking.    
7/26/2010 0:00,12/31/2099 0:00,N,15K,Operator failed to make good faith effort to inform smokers of the Smoke-free Act prohibition of smoking.    
1/1/1901 0:00,3/23/2003 0:00,N,15L,Certificate of Seating Capacity not available.    
3/24/2003 0:00,2/17/2005 0:00,N,15L,Certificate of Seating Capacity not available.    
2/18/2005 0:00,6/30/2007 0:00,N,15L,Work place smoking policy inadequate. not posted. not provided.    
7/1/2007 0:00,6/30/2008 0:00,N,15L,Work place smoking policy inadequate. not posted. not provided.    
7/1/2008 0:00,8/1/2009 0:00,N,15L,Work place smoking policy inadequate. not posted. not provided.    
8/2/2009 0:00,7/25/2010 0:00,N,15L,Smoke free workplace smoking policy inadequate. not posted or provided to employees.    
7/26/2010 0:00,12/31/2099 0:00,N,15L,Smoke free workplace smoking policy inadequate. not posted. not provided to employees.    
1/1/1901 0:00,3/23/2003 0:00,N,15M,Use of tobacco product on school premises (at or below the 12th grade level) observed.    
3/24/2003 0:00,2/17/2005 0:00,N,15M,Use of tobacco product on school premises (at or below the 12th grade level) observed.    
2/18/2005 0:00,6/30/2007 0:00,N,15M,Use of tobacco product on school premises (at or below the 12th grade level) observed.    
7/1/2007 0:00,6/30/2008 0:00,N,15M,Use of tobacco product on school premises (at or below the 12th grade level) observed.    
7/1/2008 0:00,8/1/2009 0:00,N,15M,Use of tobacco product on school premises (at or below the 12th grade level) observed.    
8/2/2009 0:00,7/25/2010 0:00,N,15M,Use of tobacco product on school premises (at or below the 12th grade level) observed.    
7/26/2010 0:00,12/31/2099 0:00,N,15M,Use of tobacco product on school premises (at or below the 12th grade level) observed.    
1/1/1901 0:00,3/23/2003 0:00,N,15N,Detail not available in this format.    
3/24/2003 0:00,2/17/2005 0:00,N,15N,Detail not available in this format.    
2/18/2005 0:00,6/30/2007 0:00,N,15N,Other/Employee in separate smoking room.    
7/1/2007 0:00,6/30/2008 0:00,N,15N,Other/Employee in separate smoking room.    
7/1/2008 0:00,8/1/2009 0:00,N,15N,Other/Employee in separate smoking room.    
8/2/2009 0:00,7/25/2010 0:00,N,15N,Other.    
7/26/2010 0:00,12/31/2099 0:00,N,15N,Smoking permitted and/or allowed in smoking prohibited area under the operator’s control.    
7/1/2007 0:00,6/30/2008 0:00,N,15O,Sale of herbal cigarettes to minors observed.    
7/1/2008 0:00,8/1/2009 0:00,N,15O,Sale of herbal cigarettes to minors observed.    
8/2/2009 0:00,7/25/2010 0:00,N,15O,Sale of herbal cigarettes to minors observed.    
7/26/2010 0:00,12/31/2099 0:00,N,15O,Sale of herbal cigarettes to minors observed.    
7/26/2010 0:00,12/31/2099 0:00,N,15P,No tobacco health warning and smoking cessation sign(s) are posted.    
7/26/2010 0:00,12/31/2099 0:00,N,15Q,Tobacco health warning and smoking cessation sign(s) are obstructed and/or not prominently displayed.    
7/26/2010 0:00,12/31/2099 0:00,N,15R,No large tobacco health warning and smoking cessation sign is posted where tobacco products are displayed; small sign(s) are not posted at each register or place of payment.    
7/26/2010 0:00,12/31/2099 0:00,N,15S,Flavored tobacco products sold or offered for sale.    
7/26/2010 0:00,12/31/2099 0:00,N,15T,Original label for tobacco products sold or offered for sale.    
7/1/2007 0:00,6/30/2008 0:00,N,16A,A food containing artificial trans fat. with 0.5 grams or more of trans fact per serving. is being stored. distributed. held for service. used in preparation of a menu item. or served.    
7/1/2008 0:00,8/1/2009 0:00,N,16A,A food containing 0.5 grams or more of artificial trans fat per serving. is being served. stored. distributed. held for service. or used in preparation of a menu item.    
8/2/2009 0:00,7/25/2010 0:00,N,16A,A food containing 0.5 grams or more of artificial trans fat per serving. is being stored. distributed. held for service. used in preparation of a menu item or served.    
7/26/2010 0:00,12/31/2099 0:00,N,16A,A food containing artificial trans fat. with 0.5 grams or more of trans fat per serving. is being stored. distributed. held for service. used in preparation of a menu item. or served.    
7/1/2007 0:00,6/30/2008 0:00,N,16B,The original nutritional fact labels and/or ingredient label for a cooking oil. shortening or margarine or food item sold in bulk. or acceptable manufacturer's documentation not maintained on site.    
7/1/2008 0:00,8/1/2009 0:00,N,16B,The original nutritional fact labels and/or ingredient label for. or acceptable manufacturer's documentation for a product containing oil. shortening or margarine is not maintained on site.    
8/2/2009 0:00,7/25/2010 0:00,N,16B,The original nutritional fact labels and/or ingredient label for cooking oil. shortening or margarine or food item sold in bulk. or acceptable manufacturer's documentation not maintained on site.    
7/26/2010 0:00,12/31/2099 0:00,N,16B,The original nutritional fact labels and/or ingredient label for a cooking oil. shortening or margarine or food item sold in bulk. or acceptable manufacturer’s documentation not maintained on site.    
7/1/2007 0:00,6/30/2008 0:00,N,16C,Caloric content not posted on menus. menu boards or food tags.    
7/1/2008 0:00,8/1/2009 0:00,N,16C,Caloric content not posted on menus. menu boards or food tags.    
8/2/2009 0:00,7/25/2010 0:00,N,16C,Caloric content not posted on menus. menu boards or food tags. in a food service establishment that is 1 of 15 or more outlets operating the same types of business nationally under common ownership or control. or as a franchise or doing business under the same name. for each menu item that is served in portions. the size and content of which are standardized.    
7/26/2010 0:00,12/31/2099 0:00,N,16C,Caloric content not posted on menus. menu boards or food tags. in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control. or as a franchise or doing business under the same name. for each menu item that is served in portions. the size and content of which are standardized.    
7/1/2007 0:00,6/30/2008 0:00,N,16D,Posted caloric content on the menu(s). menu board(s). food tag(s) or stanchions    
7/1/2008 0:00,8/1/2009 0:00,N,16D,Posted caloric content on the menu(s). menu board(s). food tag(s) or stanchions    
8/2/2009 0:00,7/25/2010 0:00,N,16D,Posted caloric content on the menu(s). menu board(s). food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient. in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.    
7/26/2010 0:00,12/31/2099 0:00,N,16D,Posted caloric content on the menu(s). menu board(s). food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient. in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.    
7/1/2007 0:00,6/30/2008 0:00,N,16E,Caloric content range (minimum to maximum) not posted on menus and or menu    
7/1/2008 0:00,8/1/2009 0:00,N,16E,Caloric content range (minimum to maximum) not posted on menus and or menu    
8/2/2009 0:00,7/25/2010 0:00,N,16E,Caloric content range (minimum to maximum) not posted on menus.  menu boards for each flavor. variety and size of each menu item that is offered for sale in different flavors. varieties and sizes.    
7/26/2010 0:00,12/31/2099 0:00,N,16E,Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor. variety and size of each menu item that is offered for sale in different flavors. varieties and sizes.    
7/1/2007 0:00,6/30/2008 0:00,N,16F,Specific caloric content or range thereof not posted on menus. menu boards or    
7/1/2008 0:00,8/1/2009 0:00,N,16F,Specific caloric content or range thereof not posted on menus. menu boards or    
8/2/2009 0:00,7/25/2010 0:00,N,16F,Specific caloric content or range thereof not posted on menus. menu boards or food tags for each menu item offered as a combination meal with multiple options that are listed as single items.    
7/26/2010 0:00,12/31/2099 0:00,N,16F,Specific caloric content or range thereof not posted on menus. menu boards or food tags for each menu item offered as a combination meal with multiple options that are listed as single items.    
8/2/2009 0:00,7/25/2010 0:00,N,18A,Current valid permit. registration or other authorization to operate establishment not available.    
7/26/2010 0:00,12/31/2099 0:00,N,18A,Current valid permit. registration or other authorization to operate establishment not available.    
8/2/2009 0:00,7/25/2010 0:00,N,18B,Document issued by the Board. Commissioner or Department unlawfully reproduced or altered.    
7/26/2010 0:00,12/31/2099 0:00,N,18B,Document issued by the Board of Health. Commissioner or Department unlawfully reproduced or altered.    
8/2/2009 0:00,7/25/2010 0:00,N,18C,Notice of the department or Board mutilated. obstructed. or removed.    
7/26/2010 0:00,12/31/2099 0:00,N,18C,Notice of the Department of Board of Health mutilated. obstructed. or removed.    
8/2/2009 0:00,7/25/2010 0:00,N,18D,Failure to comply with an Order of the Board. Commissioner or Department.    
7/26/2010 0:00,12/31/2099 0:00,N,18D,Failure to comply with an Order of the Board of Health. Commissioner. or Department.    
8/2/2009 0:00,7/25/2010 0:00,N,18E,Failure to report occurrences of suspected food borne illness to the Department.    
7/26/2010 0:00,12/31/2099 0:00,N,18E,Failure to report occurrences of suspected food borne illness to the Department.    
8/2/2009 0:00,7/25/2010 0:00,N,18F,Permit not conspicuously displayed.    
7/26/2010 0:00,12/31/2099 0:00,N,18F,Permit not conspicuously displayed.    
8/2/2009 0:00,7/25/2010 0:00,N,18G,Manufacture of frozen dessert not authorized on Food Service Establishment permit.    
7/26/2010 0:00,12/31/2099 0:00,N,18G,Manufacture of frozen dessert not authorized on Food Service Establishment permit.    
8/2/2009 0:00,7/25/2010 0:00,N,18H,Failure of event sponsor to exclude vendor without a current valid permit or registration.    
7/26/2010 0:00,12/31/2099 0:00,N,18H,Failure of event sponsor to exclude vendor without a current valid permit or registration.    
8/2/2009 0:00,7/25/2010 0:00,N,18I,Choking first aid poster not posted. Alcohol and Pregnancy warning sign. inspection report sign; not posted. CPR sign not posted. equipment (resuscitation masks. adult & pediatric. latex gloves) not provided.    
7/26/2010 0:00,12/31/2099 0:00,N,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.    
7/26/2010 0:00,12/31/2099 0:00,N,20B,Food allergy information poster not posted in language understood by all food workers.    
7/26/2010 0:00,12/31/2099 0:00,N,20C,Food allergy poster does not contain text provided or approved by Department.    
7/26/2010 0:00,12/31/2099 0:00,N,20D,“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric). latex gloves. sign not posted. Inspection report sign not posted.    
7/26/2010 0:00,12/31/2099 0:00,N,20E,Letter Grade or Grade Pending card not conspicuously posted and visible to passersby.    
7/26/2010 0:00,12/31/2099 0:00,N,20F,Current letter grade card not posted.    
7/26/2010 0:00,12/31/2099 0:00,N,22A,Nuisance created or allowed to exist. Facility not free from unsafe. hazardous. offensive or annoying conditions.    
7/26/2010 0:00,12/31/2099 0:00,N,22B,Toilet facility used by women does not have at least one covered garbage receptacle.    
7/26/2010 0:00,12/31/2099 0:00,N,22C,Bulb not shielded or shatterproof. in areas where there is extreme heat. temperature changes. or where accidental contact may occur.    
7/26/2010 0:00,12/31/2099 0:00,N,22E,ROP processing equipment not approved by DOHMH.    
8/2/2009 0:00,7/25/2010 0:00,N,99B,Other general violation.    
7/26/2010 0:00,12/31/2099 0:00,N,99B,Other general violation.    
